faction,section,unit,cost_tier,models,points,version
grey-knights,UNITS,LAND RAIDER CRUSADER,YOUR 1ST TO 2ND UNITS COST,1,220,v1.0
grey-knights,UNITS,LAND RAIDER CRUSADER,YOUR 3RD + UNIT COSTS,1,240,v1.0
grey-knights,UNITS,LAND RAIDER REDEEMER,YOUR 1ST TO 2ND UNITS COST,1,250,v1.0
grey-knights,UNITS,LAND RAIDER REDEEMER,YOUR 3RD + UNIT COSTS,1,270,v1.0
grey-knights,UNITS,NEMESIS DREADKNIGHT,YOUR 1ST TO 2ND UNITS COST,1,195,v1.0
grey-knights,UNITS,NEMESIS DREADKNIGHT,YOUR 3RD + UNIT COSTS,1,210,v1.0
grey-knights,UNITS,NEMESIS DREADKNIGHT,WARGEAR OPTIONS,,15,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 1ST TO 2ND UNITS COST,4,170,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 1ST TO 2ND UNITS COST,5,215,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 1ST TO 2ND UNITS COST,8,360,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 1ST TO 2ND UNITS COST,10,450,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 3RD + UNIT COSTS,4,185,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 3RD + UNIT COSTS,5,230,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 3RD + UNIT COSTS,8,375,v1.0
grey-knights,UNITS,PALADIN SQUAD,YOUR 3RD + UNIT COSTS,10,465,v1.0
grey-knights,UNITS,PALADIN SQUAD,WARGEAR OPTIONS,,5,v1.0
grey-knights,UNITS,PURGATION SQUAD,YOUR 1ST TO 2ND UNITS COST,5,110,v1.0
grey-knights,UNITS,PURGATION SQUAD,YOUR 1ST TO 2ND UNITS COST,10,220,v1.0
grey-knights,UNITS,PURGATION SQUAD,YOUR 3RD + UNIT COSTS,5,120,v1.0
grey-knights,UNITS,PURGATION SQUAD,YOUR 3RD + UNIT COSTS,10,230,v1.0
grey-knights,UNITS,PURGATION SQUAD,WARGEAR OPTIONS,,5,v1.0
grey-knights,UNITS,PURIFIER SQUAD,YOUR 1ST TO 2ND UNITS COST,5,130,v1.0
grey-knights,UNITS,PURIFIER SQUAD,YOUR 1ST TO 2ND UNITS COST,10,260,v1.0
grey-knights,UNITS,PURIFIER SQUAD,YOUR 3RD + UNIT COSTS,5,140,v1.0
grey-knights,UNITS,PURIFIER SQUAD,YOUR 3RD + UNIT COSTS,10,270,v1.0
grey-knights,UNITS,PURIFIER SQUAD,WARGEAR OPTIONS,,5,v1.0
grey-knights,UNITS,RAZORBACK,YOUR UNIT COSTS,1,85,v1.0
grey-knights,UNITS,RHINO,YOUR UNIT COSTS,1,80,v1.0
grey-knights,UNITS,STORMHAWK INTERCEPTOR,YOUR UNIT COSTS,1,160,v1.0
grey-knights,UNITS,STORMRAVEN GUNSHIP,YOUR 1ST UNIT COSTS,1,280,v1.0
grey-knights,UNITS,STORMRAVEN GUNSHIP,YOUR 2ND + UNIT COSTS,1,300,v1.0
grey-knights,UNITS,STORMTALON GUNSHIP,YOUR UNIT COSTS,1,170,v1.0
grey-knights,UNITS,STRIKE SQUAD,YOUR UNIT COSTS,5,120,v1.0
grey-knights,UNITS,STRIKE SQUAD,YOUR UNIT COSTS,10,240,v1.0
grey-knights,UNITS,VENERABLE DREADNOUGHT,YOUR 1ST TO 2ND UNITS COST,1,130,v1.0
grey-knights,UNITS,VENERABLE DREADNOUGHT,YOUR 3RD + UNIT COSTS,1,140,v1.0
imperial-agents,UNITS,AQUILA KILL TEAM,YOUR UNIT COSTS,5,100,v1.0
imperial-agents,UNITS,AQUILA KILL TEAM,YOUR UNIT COSTS,10,200,v1.0
imperial-agents,UNITS,CALLIDUS ASSASSIN,YOUR UNIT COSTS,1,100,v1.0
imperial-agents,UNITS,CORVUS BLACKSTAR,YOUR UNIT COSTS,1,180,v1.0
imperial-agents,UNITS,CULEXUS ASSASSIN,YOUR UNIT COSTS,1,85,v1.0
imperial-agents,UNITS,DEATHWATCH KILL TEAM,YOUR UNIT COSTS,5,100,v1.0
imperial-agents,UNITS,DEATHWATCH KILL TEAM,YOUR UNIT COSTS,10,190,v1.0
imperial-agents,UNITS,EVERSOR ASSASSIN,YOUR UNIT COSTS,1,110,v1.0
imperial-agents,UNITS,EXACTION SQUAD,YOUR UNIT COSTS,11,90,v1.0
imperial-agents,UNITS,GREY KNIGHTS TERMINATOR SQUAD,YOUR UNIT COSTS,5,190,v1.0
imperial-agents,UNITS,GREY KNIGHTS TERMINATOR SQUAD,WARGEAR OPTIONS,,5,v1.0
imperial-agents,UNITS,IMPERIAL NAVY BREACHERS,YOUR UNIT COSTS,10,90,v1.0
imperial-agents,UNITS,IMPERIAL RHINO,YOUR UNIT COSTS,1,75,v1.0
imperial-agents,UNITS,INQUISITOR,YOUR UNIT COSTS,1,55,v1.0
imperial-agents,UNITS,INQUISITOR COTEAZ,YOUR UNIT COSTS,1,75,v1.0
imperial-agents,UNITS,INQUISITOR DRAXUS,YOUR UNIT COSTS,1,75,v1.0
imperial-agents,UNITS,INQUISITOR GREYFAX,YOUR UNIT COSTS,1,65,v1.0
imperial-agents,UNITS,INQUISITORIAL AGENTS,YOUR UNIT COSTS,6,50,v1.0
imperial-agents,UNITS,INQUISITORIAL AGENTS,YOUR UNIT COSTS,12,100,v1.0
imperial-agents,UNITS,INQUISITORIAL CHIMERA,YOUR UNIT COSTS,1,70,v1.0
imperial-agents,UNITS,INQUISITOR KROYLE,YOUR UNIT COSTS,1,100,v1.0
imperial-agents,UNITS,MINISTORUM PRIEST,YOUR UNIT COSTS,1,40,v1.0
imperial-agents,UNITS,NAVIGATOR,YOUR UNIT COSTS,1,60,v1.0
imperial-agents,UNITS,ROGUE TRADER ENTOURAGE,YOUR UNIT COSTS,4,75,v1.0
imperial-agents,UNITS,SANCTIFIERS,YOUR UNIT COSTS,9,100,v1.0
imperial-agents,UNITS,SISTERS OF BATTLE IMMOLATOR,YOUR UNIT COSTS,1,100,v1.0
imperial-agents,UNITS,SISTERS OF BATTLE IMMOLATOR,WARGEAR OPTIONS,,15,v1.0
imperial-agents,UNITS,SISTERS OF BATTLE SQUAD,YOUR UNIT COSTS,10,100,v1.0
imperial-agents,UNITS,SUBDUCTOR SQUAD,YOUR UNIT COSTS,11,85,v1.0
imperial-agents,UNITS,VIGILANT SQUAD,YOUR UNIT COSTS,11,85,v1.0
imperial-agents,UNITS,VINDICARE ASSASSIN,YOUR UNIT COSTS,1,110,v1.0
imperial-agents,UNITS,VOIDSMEN-AT-ARMS,YOUR UNIT COSTS,6,50,v1.0
imperial-agents,UNITS,WATCH CAPTAIN ARTEMIS,YOUR UNIT COSTS,1,65,v1.0
imperial-agents,UNITS,WATCH MASTER,YOUR UNIT COSTS,1,95,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,AQUILA KILL TEAM,YOUR UNIT COSTS,5,100,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,AQUILA KILL TEAM,YOUR UNIT COSTS,10,200,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,CALLIDUS ASSASSIN,YOUR UNIT COSTS,1,100,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,CORVUS BLACKSTAR,YOUR UNIT COSTS,1,180,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,CULEXUS ASSASSIN,YOUR UNIT COSTS,1,85,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,DEATHWATCH KILL TEAM,YOUR UNIT COSTS,5,100,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,DEATHWATCH KILL TEAM,YOUR UNIT COSTS,10,200,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,EVERSOR ASSASSIN,YOUR UNIT COSTS,1,120,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,EXACTION SQUAD,YOUR UNIT COSTS,11,85,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,GREY KNIGHTS TERMINATOR SQUAD,YOUR UNIT COSTS,5,210,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,GREY KNIGHTS TERMINATOR SQUAD,WARGEAR OPTIONS,,5,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,IMPERIAL NAVY BREACHERS,YOUR UNIT COSTS,10,90,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,IMPERIAL RHINO,YOUR UNIT COSTS,1,75,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITOR,YOUR UNIT COSTS,1,65,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITOR COTEAZ,YOUR UNIT COSTS,1,95,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITOR DRAXUS,YOUR UNIT COSTS,1,110,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITOR GREYFAX,YOUR UNIT COSTS,1,65,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITORIAL AGENTS,YOUR UNIT COSTS,6,60,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITORIAL AGENTS,YOUR UNIT COSTS,12,120,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITORIAL CHIMERA,YOUR UNIT COSTS,1,70,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,INQUISITOR KROYLE,YOUR UNIT COSTS,1,100,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,MINISTORUM PRIEST,YOUR UNIT COSTS,1,40,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,NAVIGATOR,YOUR UNIT COSTS,1,75,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,ROGUE TRADER ENTOURAGE,YOUR UNIT COSTS,4,105,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,SANCTIFIERS,YOUR UNIT COSTS,9,100,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,SISTERS OF BATTLE IMMOLATOR,YOUR UNIT COSTS,1,115,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,SISTERS OF BATTLE IMMOLATOR,WARGEAR OPTIONS,,15,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,SISTERS OF BATTLE SQUAD,YOUR UNIT COSTS,10,115,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,SUBDUCTOR SQUAD,YOUR UNIT COSTS,11,100,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,VIGILANT SQUAD,YOUR UNIT COSTS,11,85,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,VINDICARE ASSASSIN,YOUR UNIT COSTS,1,125,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,VOIDSMEN-AT-ARMS,YOUR UNIT COSTS,6,70,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,WATCH CAPTAIN ARTEMIS,YOUR UNIT COSTS,1,65,v1.0
imperial-agents,EVERY MODEL HAS THE IMPERIUM KEYWORD,WATCH MASTER,YOUR UNIT COSTS,1,105,v1.0
imperial-knights,UNITS,ACASTUS KNIGHT ASTERIUS,YOUR 1ST UNIT COSTS,1,785,v1.0
imperial-knights,UNITS,ACASTUS KNIGHT ASTERIUS,YOUR 2ND + UNIT COSTS,1,860,v1.0
imperial-knights,UNITS,ACASTUS KNIGHT PORPHYRION,YOUR 1ST UNIT COSTS,1,725,v1.0
imperial-knights,UNITS,ACASTUS KNIGHT PORPHYRION,YOUR 2ND + UNIT COSTS,1,800,v1.0
imperial-knights,UNITS,ARMIGER HELVERIN,YOUR UNIT COSTS,1,140,v1.0
imperial-knights,UNITS,ARMIGER MOIRAX,YOUR 1ST TO 2ND UNITS COST,1,150,v1.0
imperial-knights,UNITS,ARMIGER MOIRAX,YOUR 3RD + UNIT COSTS,1,160,v1.0
imperial-knights,UNITS,ARMIGER WARGLAIVE,YOUR UNIT COSTS,1,140,v1.0
imperial-knights,UNITS,CANIS REX,YOUR UNIT COSTS,1,415,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT ACHERON,YOUR 1ST UNIT COSTS,1,380,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT ACHERON,YOUR 2ND + UNIT COSTS,1,395,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT ATRAPOS,YOUR 1ST UNIT COSTS,1,405,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT ATRAPOS,YOUR 2ND + UNIT COSTS,1,425,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT CASTIGATOR,YOUR 1ST UNIT COSTS,1,380,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT CASTIGATOR,YOUR 2ND + UNIT COSTS,1,395,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT LANCER,YOUR 1ST UNIT COSTS,1,415,v1.0
imperial-knights,UNITS,CERASTUS KNIGHT LANCER,YOUR 2ND + UNIT COSTS,1,435,v1.0
imperial-knights,UNITS,KNIGHT CASTELLAN,YOUR 1ST UNIT COSTS,1,400,v1.0
imperial-knights,UNITS,KNIGHT CASTELLAN,YOUR 2ND + UNIT COSTS,1,420,v1.0
imperial-knights,UNITS,KNIGHT CRUSADER,YOUR 1ST UNIT COSTS,1,395,v1.0
imperial-knights,UNITS,KNIGHT CRUSADER,YOUR 2ND + UNIT COSTS,1,415,v1.0
imperial-knights,UNITS,KNIGHT CRUSADER,WARGEAR OPTIONS,,15,v1.0
imperial-knights,UNITS,KNIGHT DEFENDER,YOUR 1ST UNIT COSTS,1,400,v1.0
imperial-knights,UNITS,KNIGHT DEFENDER,YOUR 2ND + UNIT COSTS,1,420,v1.0
imperial-knights,UNITS,KNIGHT DESTRIER,YOUR 1ST TO 2ND UNITS COST,1,265,v1.0
imperial-knights,UNITS,KNIGHT DESTRIER,YOUR 3RD + UNIT COSTS,1,280,v1.0
imperial-knights,UNITS,KNIGHT ERRANT,YOUR 1ST TO 2ND UNITS COST,1,355,v1.0
imperial-knights,UNITS,KNIGHT ERRANT,YOUR 3RD + UNIT COSTS,1,370,v1.0
imperial-knights,UNITS,KNIGHT GALLANT,YOUR 1ST TO 2ND UNITS COST,1,355,v1.0
imperial-knights,UNITS,KNIGHT GALLANT,YOUR 3RD + UNIT COSTS,1,370,v1.0
imperial-knights,UNITS,KNIGHT PALADIN,YOUR 1ST TO 2ND UNITS COST,1,375,v1.0
imperial-knights,UNITS,KNIGHT PALADIN,YOUR 3RD + UNIT COSTS,1,390,v1.0
imperial-knights,UNITS,KNIGHT PRECEPTOR,YOUR 1ST TO 2ND UNITS COST,1,365,v1.0
imperial-knights,UNITS,KNIGHT PRECEPTOR,YOUR 3RD + UNIT COSTS,1,380,v1.0
imperial-knights,UNITS,KNIGHT VALIANT,YOUR 1ST TO 2ND UNITS COST,1,400,v1.0
imperial-knights,UNITS,KNIGHT VALIANT,YOUR 3RD + UNIT COSTS,1,415,v1.0
imperial-knights,UNITS,KNIGHT WARDEN,YOUR 1ST TO 2ND UNITS COST,1,375,v1.0
imperial-knights,UNITS,KNIGHT WARDEN,YOUR 3RD + UNIT COSTS,1,390,v1.0
imperial-knights,UNITS,QUESTORIS KNIGHT MAGAERA,YOUR 1ST UNIT COSTS,1,385,v1.0
imperial-knights,UNITS,QUESTORIS KNIGHT MAGAERA,YOUR 2ND + UNIT COSTS,1,400,v1.0
imperial-knights,UNITS,QUESTORIS KNIGHT STYRIX,YOUR 1ST UNIT COSTS,1,375,v1.0
imperial-knights,UNITS,QUESTORIS KNIGHT STYRIX,YOUR 2ND + UNIT COSTS,1,390,v1.0
leagues-of-votann,UNITS,ARKANYST EVALUATOR,YOUR UNIT COSTS,1,70,v1.0
leagues-of-votann,UNITS,BEREHK STORNBRÖW,YOUR UNIT COSTS,1,95,v1.0
leagues-of-votann,UNITS,BRÔKHYR IRON-MASTER,YOUR UNIT COSTS,5,75,v1.0
leagues-of-votann,UNITS,BRÔKHYR THUNDERKYN,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
leagues-of-votann,UNITS,BRÔKHYR THUNDERKYN,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
leagues-of-votann,UNITS,BRÔKHYR THUNDERKYN,YOUR 3RD + UNIT COSTS,3,90,v1.0
leagues-of-votann,UNITS,BRÔKHYR THUNDERKYN,YOUR 3RD + UNIT COSTS,6,170,v1.0
leagues-of-votann,UNITS,BURI AEGNIRSSEN,YOUR UNIT COSTS,1,95,v1.0
leagues-of-votann,UNITS,CTHONIAN BESERKS,YOUR UNIT COSTS,5,100,v1.0
leagues-of-votann,UNITS,CTHONIAN BESERKS,YOUR UNIT COSTS,10,200,v1.0
leagues-of-votann,UNITS,CTHONIAN EARTHSHAKERS,YOUR UNIT COSTS,2,110,v1.0
leagues-of-votann,UNITS,EINHYR CHAMPION,YOUR UNIT COSTS,1,65,v1.0
leagues-of-votann,UNITS,EINHYR HEARTHGUARD,YOUR 1ST TO 2ND UNITS COST,5,130,v1.0
leagues-of-votann,UNITS,EINHYR HEARTHGUARD,YOUR 1ST TO 2ND UNITS COST,10,270,v1.0
leagues-of-votann,UNITS,EINHYR HEARTHGUARD,YOUR 3RD + UNIT COSTS,5,140,v1.0
leagues-of-votann,UNITS,EINHYR HEARTHGUARD,YOUR 3RD + UNIT COSTS,10,280,v1.0
leagues-of-votann,UNITS,GRIMNYR,YOUR UNIT COSTS,3,65,v1.0
leagues-of-votann,UNITS,HEARTHKYN WARRIORS,YOUR UNIT COSTS,10,100,v1.0
leagues-of-votann,UNITS,HEKATON LAND FORTRESS,YOUR 1ST UNIT COSTS,1,250,v1.0
leagues-of-votann,UNITS,HEKATON LAND FORTRESS,YOUR 2ND + UNIT COSTS,1,265,v1.0
leagues-of-votann,UNITS,HERNKYN PIONEERS,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
leagues-of-votann,UNITS,HERNKYN PIONEERS,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
leagues-of-votann,UNITS,HERNKYN PIONEERS,YOUR 3RD + UNIT COSTS,3,90,v1.0
leagues-of-votann,UNITS,HERNKYN PIONEERS,YOUR 3RD + UNIT COSTS,6,170,v1.0
leagues-of-votann,UNITS,HERNKYN YAEGIRS,YOUR UNIT COSTS,10,90,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH HEAVY VOLKANITE DISINTEGRATORS,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH HEAVY VOLKANITE DISINTEGRATORS,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH HEAVY VOLKANITE DISINTEGRATORS,YOUR 3RD + UNIT COSTS,3,90,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH HEAVY VOLKANITE DISINTEGRATORS,YOUR 3RD + UNIT COSTS,6,170,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH MELEE WEAPONS,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH MELEE WEAPONS,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH MELEE WEAPONS,YOUR 3RD + UNIT COSTS,3,90,v1.0
leagues-of-votann,UNITS,IRONKIN STEELJACKS WITH MELEE WEAPONS,YOUR 3RD + UNIT COSTS,6,170,v1.0
leagues-of-votann,UNITS,KÂHL,YOUR UNIT COSTS,1,65,v1.0
leagues-of-votann,UNITS,KAPRICUS CARRIER,YOUR UNIT COSTS,1,75,v1.0
leagues-of-votann,UNITS,KAPRICUS DEFENDERS,YOUR UNIT COSTS,1,65,v1.0
leagues-of-votann,UNITS,KAPRICUS DEFENDERS,YOUR UNIT COSTS,2,130,v1.0
leagues-of-votann,UNITS,MEMNYR STRATEGIST,YOUR UNIT COSTS,1,45,v1.0
leagues-of-votann,UNITS,SAGITAUR,YOUR UNIT COSTS,1,85,v1.0
leagues-of-votann,UNITS,ÛTHAR THE DESTINED,YOUR UNIT COSTS,1,90,v1.0
necrons,UNITS,ANNIHILATION BARGE,YOUR UNIT COSTS,1,95,v1.0
necrons,UNITS,CANOPTEK DOOMSTALKER,YOUR UNIT COSTS,1,140,v1.0
necrons,UNITS,CANOPTEK MACROCYTES,YOUR UNIT COSTS,5,70,v1.0
necrons,UNITS,CANOPTEK REANIMATOR,YOUR UNIT COSTS,1,70,v1.0
necrons,UNITS,CANOPTEK SCARAB SWARMS,YOUR UNIT COSTS,3,40,v1.0
necrons,UNITS,CANOPTEK SCARAB SWARMS,YOUR UNIT COSTS,6,80,v1.0
necrons,UNITS,CANOPTEK SPYDERS,YOUR UNIT COSTS,1,65,v1.0
necrons,UNITS,CANOPTEK SPYDERS,YOUR UNIT COSTS,2,110,v1.0
necrons,UNITS,CANOPTEK TOMB CRAWLERS,YOUR UNIT COSTS,2,50,v1.0
necrons,UNITS,CANOPTEK WRAITHS,YOUR 1ST UNIT COSTS,3,95,v1.0
necrons,UNITS,CANOPTEK WRAITHS,YOUR 1ST UNIT COSTS,6,220,v1.0
necrons,UNITS,CANOPTEK WRAITHS,YOUR 2ND + UNIT COSTS,3,115,v1.0
necrons,UNITS,CANOPTEK WRAITHS,YOUR 2ND + UNIT COSTS,6,240,v1.0
necrons,UNITS,CATACOMB COMMAND BARGE,YOUR UNIT COSTS,1,120,v1.0
necrons,UNITS,CHRONOMANCER,YOUR 1ST UNIT COSTS,1,80,v1.0
necrons,UNITS,CHRONOMANCER,YOUR 2ND + UNIT COSTS,1,90,v1.0
necrons,UNITS,CONVERGENCE OF DOMINION,YOUR UNIT COSTS,1,60,v1.0
necrons,UNITS,CONVERGENCE OF DOMINION,YOUR UNIT COSTS,2,120,v1.0
necrons,UNITS,CONVERGENCE OF DOMINION,YOUR UNIT COSTS,3,180,v1.0
necrons,UNITS,CRYPTOTHRALLS,YOUR UNIT COSTS,2,60,v1.0
necrons,UNITS,C’TAN SHARD OF THE DECEIVER,YOUR UNIT COSTS,1,330,v1.0
necrons,UNITS,C’TAN SHARD OF THE NIGHTBRINGER,YOUR UNIT COSTS,1,360,v1.0
necrons,UNITS,C’TAN SHARD OF THE VOID DRAGON,YOUR UNIT COSTS,1,345,v1.0
necrons,UNITS,DEATHMARKS,YOUR 1ST TO 2ND UNITS COST,5,60,v1.0
necrons,UNITS,DEATHMARKS,YOUR 1ST TO 2ND UNITS COST,10,120,v1.0
necrons,UNITS,DEATHMARKS,YOUR 3RD + UNIT COSTS,5,70,v1.0
necrons,UNITS,DEATHMARKS,YOUR 3RD + UNIT COSTS,10,130,v1.0
necrons,UNITS,DOOM SCYTHE,YOUR UNIT COSTS,1,200,v1.0
necrons,UNITS,DOOMSDAY ARK,YOUR 1ST TO 2ND UNITS COST,1,200,v1.0
necrons,UNITS,DOOMSDAY ARK,YOUR 3RD + UNIT COSTS,1,220,v1.0
necrons,UNITS,FLAYED ONES,YOUR UNIT COSTS,5,55,v1.0
necrons,UNITS,FLAYED ONES,YOUR UNIT COSTS,10,100,v1.0
necrons,UNITS,GEOMANCER,YOUR UNIT COSTS,1,75,v1.0
necrons,UNITS,GHOST ARK,YOUR UNIT COSTS,1,100,v1.0
necrons,UNITS,HEXMARK DESTROYER,YOUR UNIT COSTS,1,75,v1.0
necrons,UNITS,ILLUMINOR SZERAS,YOUR UNIT COSTS,1,175,v1.0
necrons,UNITS,IMMORTALS,YOUR UNIT COSTS,5,70,v1.0
necrons,UNITS,IMMORTALS,YOUR UNIT COSTS,10,140,v1.0
necrons,UNITS,IMOTEKH THE STORMLORD,YOUR UNIT COSTS,1,100,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 1ST TO 2ND UNITS COST,1,40,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 1ST TO 2ND UNITS COST,2,55,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 1ST TO 2ND UNITS COST,6,160,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 3RD + UNIT COSTS,1,50,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 3RD + UNIT COSTS,2,65,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 3RD + UNIT COSTS,3,90,v1.0
necrons,UNITS,LOKHUST DESTROYERS,YOUR 3RD + UNIT COSTS,6,170,v1.0
necrons,UNITS,LOKHUST HEAVY DESTROYERS,YOUR 1ST TO 2ND UNITS COST,1,50,v1.0
necrons,UNITS,LOKHUST HEAVY DESTROYERS,YOUR 1ST TO 2ND UNITS COST,2,100,v1.0
necrons,UNITS,LOKHUST HEAVY DESTROYERS,YOUR 1ST TO 2ND UNITS COST,3,150,v1.0
necrons,UNITS,LOKHUST HEAVY DESTROYERS,YOUR 3RD + UNIT COSTS,1,60,v1.0
necrons,UNITS,LOKHUST HEAVY DESTROYERS,YOUR 3RD + UNIT COSTS,2,110,v1.0
necrons,UNITS,LOKHUST HEAVY DESTROYERS,YOUR 3RD + UNIT COSTS,3,160,v1.0
necrons,UNITS,LOKHUST LORD,YOUR UNIT COSTS,1,70,v1.0
necrons,UNITS,LYCHGUARD,YOUR UNIT COSTS,5,80,v1.0
necrons,UNITS,LYCHGUARD,YOUR UNIT COSTS,10,160,v1.0
necrons,UNITS,MONOLITH,YOUR 1ST UNIT COSTS,1,420,v1.0
necrons,UNITS,MONOLITH,YOUR 2ND + UNIT COSTS,1,440,v1.0
necrons,UNITS,NECRON WARRIORS,YOUR UNIT COSTS,10,80,v1.0
necrons,UNITS,NECRON WARRIORS,YOUR UNIT COSTS,20,190,v1.0
necrons,UNITS,NEKROSOR AMMENTAR,YOUR UNIT COSTS,1,175,v1.0
necrons,UNITS,NIGHT SCYTHE,YOUR UNIT COSTS,1,125,v1.0
necrons,UNITS,OBELISK,YOUR 1ST UNIT COSTS,1,280,v1.0
necrons,UNITS,OBELISK,YOUR 2ND + UNIT COSTS,1,310,v1.0
necrons,UNITS,OPHYDIAN DESTROYERS,YOUR 1ST TO 2ND UNITS COST,3,80,v1.0
necrons,UNITS,OPHYDIAN DESTROYERS,YOUR 1ST TO 2ND UNITS COST,6,145,v1.0
necrons,UNITS,OPHYDIAN DESTROYERS,YOUR 3RD + UNIT COSTS,3,90,v1.0
necrons,UNITS,OPHYDIAN DESTROYERS,YOUR 3RD + UNIT COSTS,6,155,v1.0
necrons,UNITS,ORIKAN THE DIVINER,YOUR UNIT COSTS,1,90,v1.0
necrons,UNITS,OVERLORD,YOUR UNIT COSTS,1,90,v1.0
necrons,UNITS,OVERLORD WITH TRANSLOCATION SHROUD,YOUR UNIT COSTS,1,90,v1.0
necrons,UNITS,PLASMANCER,YOUR UNIT COSTS,1,55,v1.0
necrons,UNITS,PSYCHOMANCER,YOUR UNIT COSTS,1,55,v1.0
necrons,UNITS,ROYAL WARDEN,YOUR UNIT COSTS,1,50,v1.0
necrons,UNITS,SERAPTEK HEAVY CONSTRUCT,YOUR 1ST UNIT COSTS,1,540,v1.0
