weapon_name,wiki_title,wiki_url,confidence,notes
Reaver’s blade,,,needs_check,not in report anchor set; resolve via live wiki API
Redemptor fist,,,needs_check,not in report anchor set; resolve via live wiki API
Redemptor lascannons,Lascannon,https://warhammer40k.fandom.com/wiki/Lascannon,base_fallback,stripped prefix: redemptor
Redemptor missile silo,,,needs_check,not in report anchor set; resolve via live wiki API
Reductor array,,,needs_check,not in report anchor set; resolve via live wiki API
Reductor pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Reinforced ram,,,needs_check,not in report anchor set; resolve via live wiki API
Relic blade,Relic Blade,https://warhammer40k.fandom.com/wiki/Relic_Blade,verified,named/relic article
Relic chainsword,Chainsword,https://warhammer40k.fandom.com/wiki/Chainsword,base_fallback,stripped prefix: relic
Relic fist,,,needs_check,not in report anchor set; resolve via live wiki API
Relic gauss blaster,Gauss Blaster,https://warhammer40k.fandom.com/wiki/Gauss_Blaster,base_fallback,stripped prefix: relic
Relic greataxe,,,needs_check,not in report anchor set; resolve via live wiki API
Relic thunder hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Relic weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Relic weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Remora seeker missile,,,needs_check,not in report anchor set; resolve via live wiki API
Remote explosives,,,needs_check,not in report anchor set; resolve via live wiki API
Rending claw,,,needs_check,not in report anchor set; resolve via live wiki API
Renegade firearm,,,needs_check,not in report anchor set; resolve via live wiki API
Repeater cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Repressor twin heavy flamer,,,needs_check,not in report anchor set; resolve via live wiki API
Repulsor Executioner defensive array,,,needs_check,not in report anchor set; resolve via live wiki API
Repulsor defensive array,,,needs_check,not in report anchor set; resolve via live wiki API
Revenant feet,,,skip,psychic power / structural / limb profile
Revenant pulsar,,,needs_check,not in report anchor set; resolve via live wiki API
Rift cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Ripper gun,,,needs_check,not in report anchor set; resolve via live wiki API
Ripper pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Ripping fangs,,,needs_check,not in report anchor set; resolve via live wiki API
Riptide fists,,,needs_check,not in report anchor set; resolve via live wiki API
Rite of Possession,,,skip,psychic power / structural / limb profile
Ritual blade,,,needs_check,not in report anchor set; resolve via live wiki API
Ritual knife,,,needs_check,not in report anchor set; resolve via live wiki API
Rivet kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Rod of Tigurius,,,needs_check,not in report anchor set; resolve via live wiki API
Rod of Torment,,,needs_check,not in report anchor set; resolve via live wiki API
Rod of covenant,,,needs_check,not in report anchor set; resolve via live wiki API
Rod of sorcery,,,needs_check,not in report anchor set; resolve via live wiki API
Rod of the War Forge,,,needs_check,not in report anchor set; resolve via live wiki API
Rokkit kannon,,,needs_check,not in report anchor set; resolve via live wiki API
Rokkit launcha,,,needs_check,not in report anchor set; resolve via live wiki API
Rokkit pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Rothail volley gun,,,needs_check,not in report anchor set; resolve via live wiki API
Rotwind,,,needs_check,not in report anchor set; resolve via live wiki API
Ruinspear rocket pod,,,needs_check,not in report anchor set; resolve via live wiki API
Runestaff and Barbarisater,,,needs_check,not in report anchor set; resolve via live wiki API
Runic stave,,,needs_check,not in report anchor set; resolve via live wiki API
Runtherd tools,,,needs_check,not in report anchor set; resolve via live wiki API
Rupture cannon,,,needs_check,not in report anchor set; resolve via live wiki API
SP conversion beamer,,,needs_check,not in report anchor set; resolve via live wiki API
SP heavy conversion beamer,,,needs_check,not in report anchor set; resolve via live wiki API
Sabre of Sacrifice,,,needs_check,not in report anchor set; resolve via live wiki API
Saddlegit weapons,,,needs_check,not in report anchor set; resolve via live wiki API
Sagitaur missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Salvo launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Samni’arius and Spinegrinder,,,needs_check,not in report anchor set; resolve via live wiki API
Sanctifier melee weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Sanctity,,,needs_check,not in report anchor set; resolve via live wiki API
Sanctus bio-dagger,,,needs_check,not in report anchor set; resolve via live wiki API
Savage claws,,,needs_check,not in report anchor set; resolve via live wiki API
Savage horns and hooves,,,needs_check,not in report anchor set; resolve via live wiki API
Saw blades,,,needs_check,not in report anchor set; resolve via live wiki API
Sawn-off shotgun,,,needs_check,not in report anchor set; resolve via live wiki API
Scalding roar,,,needs_check,not in report anchor set; resolve via live wiki API
Scatter laser,,,needs_check,not in report anchor set; resolve via live wiki API
Sceptre of Eternal Glory,,,needs_check,not in report anchor set; resolve via live wiki API
Scoped needle pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Scorpion cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Scorpion chainsword,Chainsword,https://warhammer40k.fandom.com/wiki/Chainsword,base_fallback,stripped prefix: scorpion
Scorpion’s claw,,,needs_check,not in report anchor set; resolve via live wiki API
Scorpius multi-launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Scourging,,,needs_check,not in report anchor set; resolve via live wiki API
Scourging whip,,,needs_check,not in report anchor set; resolve via live wiki API
Scouring eye,,,needs_check,not in report anchor set; resolve via live wiki API
Scout sniper rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Scream of despair,,,needs_check,not in report anchor set; resolve via live wiki API
Screamer bites,,,needs_check,not in report anchor set; resolve via live wiki API
Screamer pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Screamer-killer talons,,,needs_check,not in report anchor set; resolve via live wiki API
Scribe’s staff,,,needs_check,not in report anchor set; resolve via live wiki API
Scythe of the Nightbringer,,,no_match,report: no standalone Fandom article
Scythed limbs,,,needs_check,not in report anchor set; resolve via live wiki API
Scything talons,,,no_match,report: no standalone Fandom article
Scything talons and rending claws,,,needs_check,not in report anchor set; resolve via live wiki API
Scything wings,,,needs_check,not in report anchor set; resolve via live wiki API
Searing Purity,,,needs_check,not in report anchor set; resolve via live wiki API
Searsong,,,needs_check,not in report anchor set; resolve via live wiki API
Seeker missile,,,needs_check,not in report anchor set; resolve via live wiki API
Seeker missile rack,,,needs_check,not in report anchor set; resolve via live wiki API
Seeker tongues,,,needs_check,not in report anchor set; resolve via live wiki API
Seismic assault,,,needs_check,not in report anchor set; resolve via live wiki API
Seismic cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Seismic hammer,,,needs_check,not in report anchor set; resolve via live wiki API
Semi-automatic grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Sentinel blade,,,needs_check,not in report anchor set; resolve via live wiki API
Sentinel chainsaw,,,needs_check,not in report anchor set; resolve via live wiki API
Sentry flamer,Flamer,https://warhammer40k.fandom.com/wiki/Flamer,base_fallback,stripped prefix: sentry
Sentry grenade launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Sentry hot-shot volley gun,,,needs_check,not in report anchor set; resolve via live wiki API
Sergeant's autogun,,,needs_check,not in report anchor set; resolve via live wiki API
Sergeant’s close combat weapon,,,needs_check,not in report anchor set; resolve via live wiki API
Sergeant’s pistol,,,needs_check,not in report anchor set; resolve via live wiki API
Serpentine tail,,,needs_check,not in report anchor set; resolve via live wiki API
Serrated claws,,,needs_check,not in report anchor set; resolve via live wiki API
Servitor servo-arm,,,needs_check,not in report anchor set; resolve via live wiki API
Servitor’s servo-arm,,,needs_check,not in report anchor set; resolve via live wiki API
Servitor’s tools,,,needs_check,not in report anchor set; resolve via live wiki API
Servo arm,,,needs_check,not in report anchor set; resolve via live wiki API
Servo-arc claw,,,needs_check,not in report anchor set; resolve via live wiki API
Servo-arm,,,needs_check,not in report anchor set; resolve via live wiki API
Servo-arms,,,needs_check,not in report anchor set; resolve via live wiki API
Servo-claw,,,needs_check,not in report anchor set; resolve via live wiki API
Servo-harness,,,needs_check,not in report anchor set; resolve via live wiki API
Shade,,,needs_check,not in report anchor set; resolve via live wiki API
Shadow weaver,,,needs_check,not in report anchor set; resolve via live wiki API
Shaimeshi blade,,,needs_check,not in report anchor set; resolve via live wiki API
Shaper’s blade,,,needs_check,not in report anchor set; resolve via live wiki API
Shardcarbine,,,needs_check,not in report anchor set; resolve via live wiki API
Shardlauncher,,,needs_check,not in report anchor set; resolve via live wiki API
Shardstorm burst system,,,needs_check,not in report anchor set; resolve via live wiki API
Sharp quills,,,needs_check,not in report anchor set; resolve via live wiki API
Shearing claws,,,needs_check,not in report anchor set; resolve via live wiki API
Shieldbreaker missile launcher,,,needs_check,not in report anchor set; resolve via live wiki API
Shining Blade,,,needs_check,not in report anchor set; resolve via live wiki API
Shock maul,,,needs_check,not in report anchor set; resolve via live wiki API
Shockcannon,,,needs_check,not in report anchor set; resolve via live wiki API
Shokk attack gun,,,needs_check,not in report anchor set; resolve via live wiki API
Shokk rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Shoota,,,needs_check,not in report anchor set; resolve via live wiki API
Shotgun,,,needs_check,not in report anchor set; resolve via live wiki API
Shovelling claws,,,needs_check,not in report anchor set; resolve via live wiki API
Shredder,,,needs_check,not in report anchor set; resolve via live wiki API
Shrieker cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Shuriken cannon,Shuriken Cannon,https://warhammer40k.fandom.com/wiki/Shuriken_Cannon,verified,base article
Shuriken catapult,Shuriken Catapult,https://warhammer40k.fandom.com/wiki/Shuriken_Catapult,verified,base article
Shuriken pistol,Shuriken Pistol,https://warhammer40k.fandom.com/wiki/Shuriken_Pistol,verified,base article
Shuriken rifle,,,needs_check,not in report anchor set; resolve via live wiki API
Siege cannon,,,needs_check,not in report anchor set; resolve via live wiki API
Siege claw,,,needs_check,not in report anchor set; resolve via live wiki API
Siege drills,,,needs_check,not in report anchor set; resolve via live wiki API
Siege melta array,,,needs_check,not in report anchor set; resolve via live wiki API
Silence,,,needs_check,not in report anchor set; resolve via live wiki API
